timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance,asset_encoded,side_encoded
2025-03-01 09:30:00,AMZN,BUY,127.0,2223.1642814269912,2222.071972169109,-138.72327575105646,9861.276724248944,1.0,0.0
2025-03-01 09:31:00,AMZN,BUY,187.0,988.111846783266,990.9928600219968,538.7494756426626,10400.026199891608,1.0,0.0
2025-03-01 09:32:00,TSLA,BUY,47.0,1322.383394770195,1318.6338560486963,-176.228319910442,10223.797879981164,6.0,0.0
2025-03-01 09:33:00,AMZN,BUY,110.0,1593.9023928427614,1591.5803585157084,-255.4237759758257,9968.37410400534,1.0,0.0
2025-03-01 09:34:00,AAPL,SELL,71.0,967.156194549034,970.6604252724264,248.80038136087023,10217.17448536621,0.0,1.0
2025-03-01 09:35:00,NFLX,BUY,196.0,459.5190818451351,459.6148346342783,18.767546672068192,10235.942032038276,4.0,0.0
2025-03-01 09:36:00,NFLX,SELL,107.0,,2489.7716897913165,-231.4710739704101,10004.470958067866,4.0,1.0
2025-03-01 09:37:00,MSFT,SELL,130.0,1750.6236158168058,1749.1736201789167,-188.49943292557785,9815.97152514229,3.0,1.0
2025-03-01 09:38:00,AMZN,BUY,89.0,2701.98997297002,2704.594881776848,231.8368838077331,10047.808408950024,1.0,0.0
2025-03-01 09:39:00,MSFT,SELL,153.0,3178.469196533772,3177.055092827577,-216.35786704776,9831.450541902264,3.0,1.0
2025-03-01 09:40:00,GOOG,BUY,162.0,830.3094694404364,830.4739649413476,26.64827114762147,9858.098813049884,2.0,0.0
2025-03-01 09:41:00,MSFT,SELL,101.0,3137.4177066702687,3135.4272761392253,-201.03348363537637,9657.065329414509,3.0,1.0
2025-03-01 09:42:00,TSLA,SELL,181.0,3350.201516036212,3348.979827610177,-221.12560511236097,9435.939724302149,6.0,1.0
2025-03-01 09:43:00,AAPL,BUY,25.0,1076.9055912598328,1072.0553180313468,-121.25683071215008,9314.682893589996,0.0,0.0
2025-03-01 09:44:00,GOOG,SELL,150.0,2997.3973948063026,2999.8264904840357,364.3643516599013,9679.047245249898,2.0,1.0
2025-03-01 09:45:00,NFLX,BUY,113.0,990.8086600236684,990.2168345266816,-66.8762811595036,9612.170964090394,4.0,0.0
2025-03-01 09:46:00,TSLA,BUY,165.0,2937.857104394736,2938.154981818936,49.1497749930204,9661.320739083414,6.0,0.0
2025-03-01 09:47:00,AMZN,BUY,129.0,3179.804913063904,3179.877765891043,9.398014700967906,9670.718753784382,1.0,0.0
2025-03-01 09:48:00,GOOG,SELL,160.0,3389.102873710281,3388.290383240138,-129.998475222892,9540.72027856149,2.0,1.0
2025-03-01 09:49:00,NFLX,BUY,48.0,2028.9754295120404,2029.4649692193696,23.49790595180093,9564.21818451329,4.0,0.0
2025-03-01 09:50:00,GOOG,SELL,135.0,1937.287441936936,1934.2552177364853,-409.3502670607734,9154.867917452517,2.0,1.0
2025-03-01 09:51:00,AMZN,BUY,67.0,399.80266918502525,397.63896867353833,-144.9679342696238,9009.899983182891,1.0,0.0
2025-03-01 09:52:00,MSFT,SELL,66.0,1911.1260496546424,1915.865135019534,312.7796340828377,9322.679617265732,3.0,1.0
2025-03-01 09:53:00,NFLX,SELL,185.0,2945.330874175157,2944.967714098708,-67.18461414311605,9255.495003122616,4.0,1.0
2025-03-01 09:54:00,GOOG,BUY,117.0,81.52937924213401,82.93328805664123,164.25733129734456,9419.75233441996,2.0,0.0
2025-03-01 09:55:00,NVDA,SELL,108.0,3185.121100982996,3182.412762765802,-264.9497902786788,9322.25215860099,5.0,1.0
