timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance,year,month,day,hour,minute,time,date,asset_encoded,side_encoded,price_change,price_change_pct,win
2025-03-01 09:30:00,AMZN,BUY,101.0,3181.996262450629,3183.367847907096,138.53013110317443,-35346.411202210766,2025,3,1,9,30,09:30,2025-03-01,1.0,0.0,1.3715854564670735,0.04310455900443896,1
2025-03-01 09:30:10,NVDA,BUY,69.0,2542.2104939290925,2540.3286596486005,-129.84656535395197,2837.760919500244,2025,3,1,9,30,09:30,2025-03-01,5.0,0.0,-1.8818342804920576,-0.07402354309314506,0
2025-03-01 09:30:20,NFLX,BUY,63.0,666.0183734013029,665.6542615693857,-22.939045410788932,-27347.022627534418,2025,3,1,9,30,09:30,2025-03-01,4.0,0.0,-0.3641118319172847,-0.054669938016543664,0
2025-03-01 09:30:30,AAPL,SELL,184.0,1063.4480692912311,1063.5364637514244,16.264580675564503,-11291.655628981644,2025,3,1,9,30,09:30,2025-03-01,0.0,1.0,0.08839446019328534,0.008312061749493668,1
2025-03-01 09:30:40,MSFT,BUY,122.0,2374.1450724976467,2375.5803010633435,175.09788501502044,-6689.257098446622,2025,3,1,9,30,09:30,2025-03-01,3.0,0.0,1.4352285656968888,0.06045243748255874,1
2025-03-01 09:30:50,TSLA,SELL,91.0,1028.9348738408362,1030.3130649194843,125.41538815699914,2744.6173638871505,2025,3,1,9,30,09:30,2025-03-01,6.0,1.0,1.3781910786481149,0.1339434704456625,1
2025-03-01 09:31:00,GOOG,BUY,108.0,2158.3234106238,2159.140293583944,88.22335969561027,-5525.306829853455,2025,3,1,9,31,09:31,2025-03-01,2.0,0.0,0.8168829601440848,0.03784803315958977,1
2025-03-01 09:31:10,TSLA,BUY,190.0,2985.1275771496257,2984.305760704125,-156.14512464503605,-6662.780495783161,2025,3,1,9,31,09:31,2025-03-01,6.0,0.0,-0.8218164455006445,-0.02753036258119872,0
2025-03-01 09:31:20,GOOG,SELL,162.0,447.60815236023416,449.6078188186844,323.9459662689381,-39677.50007049219,2025,3,1,9,31,09:31,2025-03-01,2.0,1.0,1.9996664584502355,0.446744870017673,1
2025-03-01 09:31:30,AMZN,SELL,177.0,309.64360367591763,308.88600045754464,-134.0957696520196,-23873.444971000263,2025,3,1,9,31,09:31,2025-03-01,1.0,1.0,-0.7576032183729922,-0.24466942296858246,0
2025-03-01 09:31:40,AMZN,BUY,141.0,1383.7008635289906,1383.415393752721,-40.25123845400867,-22640.692926843574,2025,3,1,9,31,09:31,2025-03-01,1.0,0.0,-0.28546977626956505,-0.02063088806214249,0
2025-03-01 09:31:50,AMZN,SELL,189.0,3258.682997915589,3255.9888061336333,-509.2022467896559,-33859.75396264604,2025,3,1,9,31,09:31,2025-03-01,1.0,1.0,-2.694191781955851,-0.08267732036774324,0
2025-03-01 09:32:00,NVDA,SELL,39.0,2510.893440163054,2511.539084395442,25.18012506312789,-23735.580954214005,2025,3,1,9,32,09:32,2025-03-01,5.0,1.0,0.6456442323878946,0.025713724925975644,1
2025-03-01 09:32:10,MSFT,BUY,148.0,745.3585061805961,745.9114988535156,81.84291559207986,-37009.57631577799,2025,3,1,9,32,09:32,2025-03-01,3.0,0.0,0.5529926729194585,0.0741915022548185,1
2025-03-01 09:32:20,AMZN,SELL,173.0,2799.8057812221127,2800.8885301628407,187.3155667459309,-21474.231927001914,2025,3,1,9,32,09:32,2025-03-01,1.0,1.0,1.0827489407279245,0.03867228748471637,1
2025-03-01 09:32:30,MSFT,SELL,105.0,3150.0138305090973,3151.704723925612,177.54380873401487,-11504.257830231756,2025,3,1,9,32,09:32,2025-03-01,3.0,1.0,1.6908934165148821,0.053678920395140106,1
2025-03-01 09:32:40,TSLA,BUY,38.0,723.2046520763167,723.6587509213642,17.255756111804885,-22825.1144959778,2025,3,1,9,32,09:32,2025-03-01,6.0,0.0,0.454098845047497,0.06278981250241983,1
2025-03-01 09:32:50,GOOG,SELL,114.0,3004.510967403125,3004.378752825819,-15.072461812890651,6934.059227892057,2025,3,1,9,32,09:32,2025-03-01,2.0,1.0,-0.13221457730605835,-0.004400535685856882,0
2025-03-01 09:33:00,NFLX,SELL,159.0,693.7480674913985,691.6828780493377,-328.3651212876738,-32840.22381844708,2025,3,1,9,33,09:33,2025-03-01,4.0,1.0,-2.0651894420608414,-0.2976857938543298,0
2025-03-01 09:33:10,AMZN,BUY,148.0,2196.459088894533,2195.1961773183343,-186.91091327742288,-14576.910990354125,2025,3,1,9,33,09:33,2025-03-01,1.0,0.0,-1.2629115761988032,-0.05749761434593441,0
2025-03-01 09:33:20,TSLA,SELL,32.0,3111.787733296262,3110.9978827998216,-25.275215886096703,-18703.75984121584,2025,3,1,9,33,09:33,2025-03-01,6.0,1.0,-0.789850496440522,-0.025382531333647467,0
2025-03-01 09:33:30,NFLX,BUY,98.0,3351.664020660596,3352.093626835334,42.10140512434191,-15342.98192040436,2025,3,1,9,33,09:33,2025-03-01,4.0,0.0,0.429606174737728,0.012817698077418116,1
